,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
39748,43.0,blue-collar,single,high.school,no,no,yes,telephone,may,thu,137.0,1,999.0,0.0,nonexistent,-1.8,93.876,-40.0,0.6990000000000001,5008.7,no
20957,30.0,admin.,married,university.degree,no,no,no,cellular,aug,thu,165.0,1,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
17108,25.0,technician,single,high.school,no,no,yes,cellular,jul,fri,112.0,2,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
38082,24.0,admin.,single,university.degree,no,no,no,cellular,sep,tue,106.0,1,3.0,1.0,success,-3.4,92.379,-29.8,0.77,5017.5,yes
3448,49.0,admin.,divorced,high.school,no,no,no,telephone,may,thu,136.0,3,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
38310,37.0,blue-collar,married,basic.6y,no,no,no,cellular,oct,thu,244.0,1,999.0,0.0,nonexistent,-3.4,92.431,-26.9,0.74,5017.5,no
30028,29.0,admin.,single,university.degree,no,yes,no,cellular,apr,wed,145.0,1,999.0,0.0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes
28028,44.0,blue-collar,married,basic.9y,unknown,no,no,cellular,apr,thu,361.0,1,999.0,0.0,nonexistent,-1.8,93.075,-47.1,1.483,5099.1,no
16630,53.0,admin.,married,university.degree,unknown,no,yes,cellular,jul,wed,122.0,3,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
28506,28.0,blue-collar,single,university.degree,no,no,no,cellular,apr,tue,107.0,3,999.0,0.0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,yes
12893,37.0,blue-collar,single,basic.6y,no,no,no,cellular,jul,tue,338.0,3,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
31007,38.0,technician,married,professional.course,no,no,no,cellular,may,tue,371.0,2,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,no
30252,42.0,services,married,high.school,no,yes,no,cellular,apr,thu,344.0,1,999.0,0.0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,yes
26388,35.0,technician,married,university.degree,no,yes,no,cellular,nov,thu,92.0,1,999.0,0.0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no
4698,33.0,management,married,high.school,unknown,no,no,telephone,may,wed,353.0,1,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,no
24682,35.0,blue-collar,married,high.school,unknown,yes,no,cellular,nov,mon,273.0,2,999.0,1.0,failure,-0.1,93.2,-42.0,4.191,5195.8,no
39129,59.0,management,married,university.degree,no,yes,no,cellular,dec,thu,646.0,3,6.0,1.0,success,-3.0,92.713,-33.0,0.7,5023.5,no
20126,31.0,admin.,married,university.degree,unknown,no,no,cellular,aug,mon,70.0,1,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
11717,38.0,blue-collar,married,basic.9y,no,no,no,telephone,jun,fri,693.0,3,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,yes
29576,37.0,services,divorced,high.school,unknown,yes,yes,cellular,apr,mon,92.0,1,999.0,1.0,failure,-1.8,93.075,-47.1,1.405,5099.1,no
37953,39.0,blue-collar,married,basic.9y,no,yes,no,cellular,sep,fri,293.0,1,3.0,1.0,success,-3.4,92.379,-29.8,0.8029999999999999,5017.5,yes
690,40.0,admin.,divorced,university.degree,no,yes,no,telephone,may,tue,189.0,3,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
12707,42.0,admin.,single,university.degree,unknown,yes,no,cellular,jul,mon,719.0,2,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,yes
36626,28.0,management,single,university.degree,no,yes,no,cellular,jun,thu,1161.0,1,4.0,1.0,success,-2.9,92.963,-40.8,1.26,5076.2,yes
28424,36.0,retired,married,high.school,no,yes,no,cellular,apr,thu,98.0,6,999.0,0.0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1,no
37281,37.0,technician,married,university.degree,no,yes,no,cellular,aug,mon,187.0,1,4.0,1.0,success,-2.9,92.201,-31.4,0.884,5076.2,yes
33181,26.0,admin.,single,university.degree,no,yes,no,cellular,may,tue,104.0,5,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
74,37.0,admin.,married,university.degree,unknown,yes,no,telephone,may,mon,214.0,1,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
37603,67.0,retired,married,professional.course,no,yes,yes,cellular,aug,mon,186.0,1,999.0,0.0,nonexistent,-2.9,92.201,-31.4,0.861,5076.2,yes
25820,40.0,technician,married,basic.9y,no,no,no,cellular,nov,wed,59.0,1,999.0,0.0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no
24454,40.0,admin.,single,high.school,unknown,yes,no,cellular,nov,mon,120.0,1,999.0,0.0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no
27605,30.0,blue-collar,single,university.degree,no,yes,no,cellular,nov,fri,7.0,5,999.0,0.0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no
3103,30.0,entrepreneur,married,university.degree,no,no,no,telephone,may,thu,230.0,1,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
37875,30.0,student,married,university.degree,no,yes,no,cellular,aug,mon,186.0,3,3.0,1.0,success,-2.9,92.201,-31.4,0.821,5076.2,yes
18139,33.0,student,married,high.school,no,no,yes,cellular,jul,wed,73.0,3,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
29225,71.0,retired,single,unknown,no,yes,no,cellular,apr,fri,188.0,3,999.0,0.0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes
40819,31.0,admin.,married,university.degree,no,yes,no,cellular,sep,fri,232.0,2,13.0,1.0,success,-1.1,94.199,-37.5,0.879,4963.6,yes
41016,37.0,management,married,university.degree,no,yes,no,cellular,oct,thu,339.0,3,3.0,3.0,success,-1.1,94.601,-49.5,1.025,4963.6,yes
14183,35.0,technician,single,professional.course,no,yes,no,cellular,jul,mon,154.0,3,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
4759,29.0,blue-collar,single,basic.6y,no,no,no,telephone,may,wed,244.0,1,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,no
4865,35.0,blue-collar,married,basic.9y,unknown,no,no,telephone,may,wed,91.0,2,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,no
33425,36.0,admin.,single,basic.9y,no,yes,no,cellular,may,tue,458.0,1,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,yes
38305,34.0,technician,single,professional.course,no,no,no,cellular,oct,thu,138.0,1,999.0,1.0,failure,-3.4,92.431,-26.9,0.74,5017.5,no
2456,48.0,blue-collar,married,unknown,unknown,no,no,telephone,may,tue,124.0,2,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
36856,40.0,unemployed,single,basic.4y,no,no,no,cellular,jun,tue,355.0,1,999.0,0.0,nonexistent,-2.9,92.963,-40.8,1.252,5076.2,yes
39211,33.0,self-employed,single,university.degree,no,yes,no,cellular,mar,mon,265.0,2,999.0,0.0,nonexistent,-1.8,93.369,-34.8,0.652,5008.7,yes
11567,58.0,blue-collar,married,basic.4y,unknown,yes,no,telephone,jun,fri,570.0,2,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,yes
34378,39.0,blue-collar,married,basic.9y,unknown,no,no,cellular,may,thu,37.0,6,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
13116,28.0,technician,divorced,university.degree,no,no,no,cellular,jul,wed,265.0,1,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
19932,30.0,admin.,single,university.degree,no,no,no,cellular,aug,fri,459.0,1,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,yes
38080,27.0,admin.,single,university.degree,no,yes,no,cellular,sep,tue,126.0,2,999.0,0.0,nonexistent,-3.4,92.379,-29.8,0.77,5017.5,yes
12257,39.0,admin.,single,high.school,no,no,no,telephone,jul,thu,97.0,1,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.966,5228.1,no
7290,55.0,admin.,married,high.school,no,no,yes,telephone,may,thu,134.0,4,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
9766,35.0,blue-collar,married,basic.9y,unknown,no,no,telephone,jun,mon,579.0,4,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
7808,38.0,unemployed,married,basic.6y,no,no,no,telephone,jun,mon,947.0,4,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,yes
40598,43.0,unemployed,married,basic.9y,no,no,no,cellular,sep,fri,270.0,2,9.0,1.0,success,-1.1,94.199,-37.5,0.883,4963.6,yes
29544,40.0,blue-collar,married,basic.6y,no,no,no,cellular,apr,mon,97.0,2,999.0,0.0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
37263,33.0,admin.,single,high.school,no,yes,no,cellular,aug,fri,182.0,2,999.0,1.0,failure,-2.9,92.201,-31.4,0.8809999999999999,5076.2,yes
16904,42.0,management,married,high.school,no,no,no,cellular,jul,thu,204.0,1,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
21521,50.0,technician,married,high.school,unknown,no,no,cellular,aug,tue,679.0,1,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
16594,31.0,blue-collar,single,basic.6y,no,no,no,cellular,jul,wed,638.0,2,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
27083,29.0,technician,single,professional.course,no,no,no,cellular,nov,fri,530.0,1,999.0,1.0,failure,-0.1,93.2,-42.0,4.021,5195.8,yes
37415,29.0,services,married,high.school,no,yes,no,cellular,aug,wed,90.0,2,4.0,1.0,success,-2.9,92.201,-31.4,0.879,5076.2,no
1994,47.0,admin.,married,university.degree,no,yes,no,telephone,may,mon,147.0,5,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
38550,31.0,entrepreneur,unknown,university.degree,no,no,no,cellular,oct,thu,164.0,1,999.0,0.0,nonexistent,-3.4,92.431,-26.9,0.722,5017.5,yes
40909,27.0,admin.,single,university.degree,no,no,no,cellular,oct,mon,278.0,1,999.0,0.0,nonexistent,-1.1,94.601,-49.5,0.977,4963.6,yes
9998,41.0,technician,married,professional.course,unknown,yes,no,telephone,jun,wed,649.0,3,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,yes
6654,44.0,technician,single,high.school,no,no,no,telephone,may,wed,189.0,3,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
18359,36.0,unemployed,married,university.degree,no,no,no,cellular,jul,thu,616.0,2,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
15298,28.0,blue-collar,married,basic.9y,no,no,no,cellular,jul,thu,125.0,1,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,no
37337,61.0,entrepreneur,married,university.degree,unknown,yes,no,cellular,aug,tue,651.0,1,999.0,0.0,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,yes
11172,41.0,blue-collar,married,basic.9y,unknown,yes,no,telephone,jun,thu,512.0,1,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,yes
14690,48.0,admin.,divorced,basic.9y,no,no,no,cellular,jul,tue,1424.0,4,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,yes
12605,50.0,technician,married,professional.course,no,no,no,cellular,jul,mon,830.0,5,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,yes
28182,43.0,blue-collar,married,basic.9y,unknown,no,no,cellular,apr,tue,608.0,1,999.0,1.0,failure,-1.8,93.075,-47.1,1.453,5099.1,yes
22305,45.0,services,married,high.school,unknown,yes,no,cellular,aug,thu,127.0,3,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
35183,48.0,admin.,married,high.school,unknown,yes,no,cellular,may,fri,611.0,5,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,yes
28959,36.0,self-employed,married,basic.9y,no,yes,no,cellular,apr,fri,313.0,1,999.0,1.0,failure,-1.8,93.075,-47.1,1.405,5099.1,no
37312,34.0,technician,single,professional.course,no,yes,no,cellular,aug,tue,1416.0,2,12.0,1.0,success,-2.9,92.201,-31.4,0.883,5076.2,yes
11059,43.0,blue-collar,single,basic.9y,no,yes,no,telephone,jun,wed,354.0,21,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,no
7621,39.0,blue-collar,married,basic.9y,no,no,no,telephone,may,fri,199.0,3,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
1899,33.0,admin.,married,high.school,unknown,yes,no,telephone,may,fri,179.0,2,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
25340,47.0,admin.,married,university.degree,no,no,no,cellular,nov,tue,1014.0,3,999.0,0.0,nonexistent,-0.1,93.2,-42.0,4.1530000000000005,5195.8,no
8707,36.0,technician,single,basic.9y,unknown,yes,no,telephone,jun,wed,227.0,2,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
27043,57.0,management,married,university.degree,no,yes,no,cellular,nov,fri,108.0,1,999.0,0.0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no
27864,24.0,admin.,single,high.school,no,yes,yes,cellular,mar,wed,224.0,1,999.0,0.0,nonexistent,-1.8,92.843,-50.0,1.602,5099.1,yes
12690,36.0,services,divorced,university.degree,no,no,no,cellular,jul,mon,407.0,1,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
17083,27.0,technician,single,high.school,no,yes,no,cellular,jul,fri,784.0,1,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
34683,28.0,blue-collar,married,basic.9y,unknown,yes,no,cellular,may,thu,444.0,2,999.0,1.0,failure,-1.8,92.893,-46.2,1.266,5099.1,no
7404,48.0,blue-collar,married,basic.6y,no,yes,no,telephone,may,fri,290.0,5,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,yes
5633,29.0,technician,married,unknown,no,yes,no,telephone,may,mon,252.0,2,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
11619,37.0,blue-collar,married,unknown,no,no,no,telephone,jun,fri,34.0,3,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
14193,31.0,services,married,high.school,no,no,no,cellular,jul,mon,650.0,4,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
35160,39.0,management,married,university.degree,no,yes,no,cellular,may,fri,837.0,1,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,yes
10365,30.0,technician,divorced,professional.course,no,no,no,telephone,jun,mon,332.0,2,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
39719,80.0,retired,married,basic.4y,no,no,no,cellular,may,mon,382.0,1,3.0,3.0,success,-1.8,93.876,-40.0,0.6970000000000001,5008.7,yes
23002,51.0,admin.,married,university.degree,no,no,no,cellular,aug,tue,69.0,2,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
36437,37.0,admin.,married,high.school,no,yes,yes,cellular,jun,tue,123.0,2,999.0,0.0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,no
39132,30.0,blue-collar,married,high.school,no,yes,no,telephone,mar,tue,904.0,1,999.0,0.0,nonexistent,-1.8,93.369,-34.8,0.655,5008.7,yes
16342,48.0,technician,married,professional.course,unknown,no,no,cellular,jul,tue,113.0,2,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
39088,57.0,admin.,married,unknown,no,yes,no,cellular,dec,wed,391.0,2,999.0,0.0,nonexistent,-3.0,92.713,-33.0,0.706,5023.5,yes
19039,39.0,technician,divorced,professional.course,no,yes,no,cellular,aug,tue,1134.0,1,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,yes
21886,31.0,admin.,married,university.degree,no,no,no,cellular,aug,wed,209.0,1,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
13834,30.0,services,married,high.school,no,yes,no,cellular,jul,fri,812.0,1,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,yes
10926,26.0,blue-collar,married,basic.4y,no,no,no,telephone,jun,wed,94.0,1,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,no
38516,32.0,technician,single,university.degree,no,yes,no,cellular,oct,tue,149.0,1,999.0,0.0,nonexistent,-3.4,92.431,-26.9,0.728,5017.5,yes
25371,34.0,self-employed,single,high.school,no,yes,no,cellular,nov,tue,581.0,4,999.0,0.0,nonexistent,-0.1,93.2,-42.0,4.1530000000000005,5195.8,no
28543,43.0,management,married,basic.6y,no,no,no,cellular,apr,wed,945.0,1,999.0,1.0,failure,-1.8,93.075,-47.1,1.415,5099.1,yes
34975,55.0,admin.,married,high.school,unknown,yes,no,cellular,may,fri,41.0,3,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,no
30030,39.0,admin.,married,university.degree,no,no,no,cellular,apr,wed,94.0,1,999.0,0.0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes
17451,40.0,blue-collar,married,professional.course,no,yes,yes,cellular,jul,mon,431.0,1,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
38573,54.0,retired,married,basic.4y,no,no,no,cellular,oct,thu,377.0,1,999.0,0.0,nonexistent,-3.4,92.431,-26.9,0.722,5017.5,yes
2001,42.0,management,married,university.degree,unknown,yes,no,telephone,may,mon,181.0,4,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
29978,57.0,retired,married,basic.4y,no,yes,yes,telephone,apr,tue,1348.0,4,999.0,0.0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes
18977,30.0,admin.,single,university.degree,no,yes,no,cellular,aug,mon,857.0,2,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,no
25807,38.0,technician,married,professional.course,no,yes,no,cellular,nov,wed,111.0,1,999.0,0.0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no
30066,34.0,unknown,married,basic.4y,no,yes,yes,cellular,apr,thu,91.0,4,999.0,0.0,nonexistent,-1.8,93.075,-47.1,1.406,5099.1,no
14866,21.0,admin.,single,high.school,no,yes,no,cellular,jul,wed,111.0,1,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
19695,40.0,admin.,single,university.degree,no,yes,no,cellular,aug,thu,123.0,3,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
7486,31.0,services,married,high.school,no,no,no,telephone,may,fri,1269.0,1,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,yes
37579,17.0,student,single,basic.9y,no,unknown,unknown,cellular,aug,fri,498.0,2,999.0,1.0,failure,-2.9,92.201,-31.4,0.8690000000000001,5076.2,yes
31367,33.0,blue-collar,married,basic.9y,unknown,no,no,cellular,may,wed,430.0,2,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,yes
33805,29.0,blue-collar,married,basic.9y,no,yes,no,cellular,may,wed,78.0,1,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
40070,58.0,admin.,married,high.school,no,yes,yes,cellular,jul,thu,414.0,2,999.0,0.0,nonexistent,-1.7,94.215,-40.3,0.81,4991.6,yes
7295,27.0,services,single,professional.course,no,no,no,telephone,may,thu,201.0,3,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
24078,25.0,management,married,university.degree,no,yes,no,telephone,nov,wed,268.0,1,999.0,0.0,nonexistent,-0.1,93.2,-42.0,4.663,5195.8,yes
27746,33.0,management,married,university.degree,no,yes,no,telephone,mar,thu,181.0,1,999.0,0.0,nonexistent,-1.8,92.843,-50.0,1.757,5099.1,yes
39084,27.0,technician,single,university.degree,no,yes,no,cellular,dec,tue,305.0,3,10.0,1.0,success,-3.0,92.713,-33.0,0.708,5023.5,yes
17267,59.0,retired,married,basic.9y,unknown,no,no,cellular,jul,fri,1330.0,3,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
19585,33.0,admin.,married,university.degree,unknown,yes,yes,cellular,aug,thu,259.0,2,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
27838,70.0,retired,married,basic.4y,no,no,no,cellular,mar,mon,422.0,3,999.0,1.0,failure,-1.8,92.843,-50.0,1.629,5099.1,no
13276,31.0,blue-collar,married,basic.9y,no,yes,no,cellular,jul,wed,1121.0,1,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
36465,43.0,admin.,married,university.degree,no,yes,no,cellular,jun,wed,262.0,2,3.0,1.0,success,-2.9,92.963,-40.8,1.26,5076.2,yes
36600,24.0,admin.,single,high.school,no,no,no,cellular,jun,thu,352.0,2,999.0,1.0,failure,-2.9,92.963,-40.8,1.26,5076.2,yes
36978,51.0,technician,married,professional.course,no,yes,no,cellular,jul,thu,135.0,2,999.0,1.0,failure,-2.9,92.469,-33.6,1.072,5076.2,yes
30753,40.0,management,married,university.degree,no,yes,no,cellular,may,tue,459.0,1,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,no
22053,42.0,admin.,married,university.degree,no,no,no,cellular,aug,wed,273.0,6,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
38477,30.0,unemployed,single,high.school,no,yes,no,cellular,oct,mon,67.0,1,999.0,0.0,nonexistent,-3.4,92.431,-26.9,0.731,5017.5,no
30112,38.0,admin.,divorced,university.degree,no,yes,no,cellular,apr,tue,177.0,2,999.0,0.0,nonexistent,-1.8,93.075,-47.1,1.384,5099.1,yes
25301,38.0,self-employed,married,professional.course,no,no,no,cellular,nov,tue,1788.0,2,999.0,0.0,nonexistent,-0.1,93.2,-42.0,4.1530000000000005,5195.8,yes
30068,28.0,blue-collar,single,basic.9y,no,yes,yes,cellular,apr,thu,333.0,2,999.0,0.0,nonexistent,-1.8,93.075,-47.1,1.406,5099.1,no
3659,34.0,blue-collar,married,basic.4y,no,no,no,telephone,may,fri,359.0,1,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
30977,33.0,blue-collar,married,basic.6y,unknown,yes,no,cellular,may,tue,670.0,2,999.0,1.0,failure,-1.8,92.893,-46.2,1.344,5099.1,yes
35342,34.0,technician,single,university.degree,no,no,no,cellular,may,fri,162.0,2,999.0,1.0,failure,-1.8,92.893,-46.2,1.25,5099.1,no
25216,53.0,entrepreneur,married,basic.9y,no,yes,no,cellular,nov,tue,146.0,2,999.0,1.0,failure,-0.1,93.2,-42.0,4.1530000000000005,5195.8,no
17655,50.0,admin.,married,university.degree,no,no,no,telephone,jul,mon,1076.0,17,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
11985,51.0,entrepreneur,married,university.degree,no,no,no,telephone,jun,wed,71.0,1,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no
15762,44.0,admin.,single,basic.9y,no,yes,yes,cellular,jul,mon,919.0,2,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,yes
36390,32.0,admin.,married,university.degree,no,yes,no,cellular,jun,tue,712.0,1,3.0,2.0,failure,-2.9,92.963,-40.8,1.262,5076.2,yes
26991,45.0,blue-collar,married,basic.6y,no,yes,no,cellular,nov,thu,265.0,3,999.0,0.0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no
40798,42.0,admin.,single,high.school,no,no,no,cellular,sep,thu,209.0,1,999.0,0.0,nonexistent,-1.1,94.199,-37.5,0.878,4963.6,yes
11636,41.0,technician,married,professional.course,no,no,no,telephone,jun,fri,268.0,3,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
37205,44.0,admin.,married,university.degree,no,yes,no,cellular,aug,thu,254.0,2,999.0,0.0,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,yes
22675,49.0,management,married,university.degree,unknown,no,no,telephone,aug,fri,145.0,6,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
33198,58.0,blue-collar,married,basic.4y,unknown,yes,no,cellular,may,tue,451.0,2,999.0,1.0,failure,-1.8,92.893,-46.2,1.291,5099.1,no
31343,35.0,admin.,married,professional.course,no,yes,no,cellular,may,wed,827.0,1,999.0,1.0,failure,-1.8,92.893,-46.2,1.334,5099.1,no
212,59.0,admin.,married,university.degree,no,no,no,telephone,may,mon,477.0,1,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
39251,31.0,self-employed,married,professional.course,no,yes,no,cellular,mar,thu,171.0,4,999.0,3.0,failure,-1.8,93.369,-34.8,0.65,5008.7,yes
23357,47.0,admin.,married,university.degree,no,yes,no,cellular,aug,wed,1129.0,10,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,yes
35084,30.0,technician,married,basic.9y,no,yes,no,cellular,may,fri,41.0,1,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,no
6180,31.0,admin.,married,university.degree,no,yes,no,telephone,may,tue,99.0,1,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
